text_a	label
二 次 手 术 后 又 发 现 四 次 心 跳 过 1 4 0 ， 睡 眠 不 好 半 夜 两 三 点 就 醒 了 ， 白 天 一 到 中 午 就 开 始 胸 闷	O O B E O O B E B E B E O B I E O B E B E B E O O O O O O O B E O O B E O B E B E
这 是 第 一 次 检 查 ， 这 是 什 么 问 题 ， 请 大 夫 仔 细 看 看	O O B E O B E O O O B E B E O O B E B E O O
发 病 后 左 侧 肢 体 不 能 动 ， 无 知 觉 ， 现 基 本 恢 复 ， 但 左 侧 常 出 现 麻 木 现 象 ， 请 问 医 生 ， 使 用 中 医 推 拿 针 灸 调 理 有 效 吗 ？	B E O B E B E O O O O O B E O O B E B E O O B E O B E B E B E O B E B E O B E B E B E B E B E B E O O
女 , 3 2 岁 。	O O B E O O
初 步 诊 断 说 是 肩 周 炎 ， 开 了 要 但 疼 痛 没 有 减 缓 ， 现 在 建 议 针 灸 推 拿 ， 想 问 有 效 果 吗	B E B E O O B E O O O O O O B E B E B E O B E B E B E B E O O O O B E O
天 生 胸 部 小	B E O O O
男 ， 7 2 岁 ， 每 天 都 有 不 定 时 段 睁 眼 困 难 ， 特 别 是 洗 脸 时 容 易 发 病 ， 己 近 4 年 ， 最 近 越 发 严 重 ， 视 力 还 好 ， 但 怕 光 。	O O B E O O B E O O O O B E B E B E O B E O B E O B E B E O O O O O O B E O O B E O B E O O O O O O O
曾 经 治 疗 情 况 和 效 果 ：	B E B E B E O B I E
刚 在 医 院 做 的 室 上 速 手 术 ， 但 并 未 取 得 成 功 。	O O B E O O O O O B E O O O O O O B E O
e 等 着 做 手 术 可 是 检 查 小 孩 心 肌 酶 偏 高 要 怎 么 降 低 下 来 要 怎 么 调 理 大 概 多 久 可 以 调 理 好	O B E O B E B E B E B E B I E B E O B E B E B E O B E B E B E B E B E B E O
心 衰 ， 今 天 做 造 影 ， 血 管 堵 死 了 ， 现 在 考 虑 药 物 球 囊 ， 医 生 说 还 不 知 道 能 做 到 哪 一 步 ， 而 且 费 用 较 大 ， 想 考 虑 搭 桥 手 术	B E O B E O B E O B E O B E O B E B E B E B E O B E O O B I E O B E B I E O B E B E B E O O B E B E B E
肺 动 脉 高 压 ， 上 一 个 搂 层 就 都 不 行 ， 喘 的 厉 害 ， 哪 里 也 不 疼 ， 在 喘 的 时 候 ， 有 想 排 大 小 便 ， 但 是 便 不 出 来 。	B I E B E O O B E B E O O B E O O O B E O B E O B E O O O O B E O O O O B I E O B E O O B E O
用 过 中 药 和 西 药 没 有 效 果	B E B E O B E B E B E
室 间 隔 缺 损 （ 嵴 下 型 ） 卵 圆 孔 未 闭 ， 二 尖 脉 瓣 返 流 （ 轻 度 ） 三 尖 返 流 （ 轻 一 中 度 ） 主 动 脉 瓣 返 流 （ 轻 度 ） 肺 动 脉 瓣 返 流 （ 轻 度 ） 肺 动 脉 高 压 （ 重 度 ） 。	B I E B E B I I I E B I E B E O B I I E B E B I I E B E B E B I I I I E B I I E B E B I I E B I I E B E B I I E B I E B E B I I E O
已 经 做 了 射 频 消 融 手 术 ， 出 院 后 两 天 ， 发 现 伤 口 下 两 毫 米 处 ， 有 大 拇 指 大 小 的 黑 紫 色 。	B E B E B I I E B E O B E O B E O B E B E O B I E O O O B I E B E O B I E O
咳 嗽 住 院 发 现 先 心 ， 肺 动 脉 高 压 ， 医 生 建 议 做 血 管 扩 张	B E B E B E B E O B E B I E O B E B E O B E B E
心 脏 彩 超 显 示 各 房 室 正 常 ， 轻 度 肺 动 脉 高 压 ， P A S P 3 7 ， 请 问 医 生 接 下 来 应 该 做 哪 些 检 查 ， 来 确 定 病 因 呢 ， 非 常 感 谢	B E B E B E O B E B E O B E B I E B E O B I I I I E O B E B E O B E B E O B E B E O O B E B E O O B E B E
男 ， 2 5 岁 ， 左 胸 疼 痛 2 年 余 ， 心 率 1 1 0 次 / 分	O O B E O O B E B E O O O O B E B I E B I E
现 在 在 家 服 用 万 艾 可 ， 每 天 持 续 吸 氧 。	B E B E B E B I E O B E B E B E O
体 重 与 运 动 量 无 法 增 加	B E O B E O B E B E
我 是 一 名 久 坐 司 机 ！	O O B E B E B E O
每 天 要 在 车 里 坐 1 0 个 小 时 左 右 ！	B E O O B E O B E O B E B E O
现 在 玻 璃 体 混 浊 感 觉 有 点 严 重 了 ！	B E B I E B E B E B E B E O O
去 年 有 一 段 鼻 子 特 别 干 ！	B E O B E B E B E O O
干 到 上 火 ！	B E B E O
干 到 鼻 子 出 血 ！	B E B E B E O
太 干 了 我 往 鼻 子 里 面 喷 过 鼻 子 清 洗 的 药 水 ！	O B E O O B E B E B E B E B E O B E O
专 用 的 ！	B E O O
现 在 鼻 子 不 干 ！	B E B E B E O
现 在 明 显 症 状 就 是 感 觉 右 心 室 有 点 胀 ！	B E B E B E B E B E B I E B E O O
两 个 膀 子 后 面 经 常 有 红 疙 瘩 ！	B E B E B E B E O B I E O
有 时 就 破 了 ！	B E O B E O
出 血 水 ！	B E O O
感 觉 呼 吸 比 较 急 ！	B E B E B E O O
！	O
身 上 的 肌 肉 有 时 自 己 不 停 的 跳 动 ！	B E O B E B E B E B E O B E O
在 大 腿 下 面 ！	O B E B E O
有 时 候 在 鼻 子 下 面 不 停 的 跳 动 ！	O B E O B E B E B E O B E O
脸 上 也 有 出 现 ！	B E O O B E O
胳 膊 肌 肉 ！	B E B E O
心 肌 酶 检 查 过 ！	B I E B E O O
医 生 说 下 午 出 结 果 ！	B E O B E O B E O
医 生 让 我 先 回 家 了 他 说 有 异 常 给 我 打 电 话 ！	B E O O O B E O O O O B E O O B I E O
然 后 他 也 没 打 ！	B E O O B E O
我 就 没 去 ！	O O B E O
中 医 医 生 让 我 做 血 管 造 影 ！	B E B E O O O B I I E O
我 没 做 ！	O B E O
需 要 做 核 磁 检 查 肺 吗	B E O B E B E O O
我 们 是 7 月 2 2 号 出 的 院 ， 才 刚 过 了 一 个 月 ， 老 人 的 病 又 犯 了 ， 出 现 气 难 喘 ， 胸 闷 ， 不 想 饮 食 等 症 状 ！	B E O O O B E O B E O O O O B E B E O O B E O O O B E O B E O B E O B E O B E B E O B E O
常 规 检 查 肺 动 脉 高 压 4 3 m m G g .	B E B E B I E B E B E B I I E O
能 治 愈 吗	O B E O
卵 巢 囊 肿 ， 术 前 检 查 心 脏 彩 超 ， 发 现 肺 动 脉 高 压	B E B E O O O B E B E B E O B E B I E B E
乏 力 ， 嗜 睡 ， 肚 子 肿 胀 ， 脚 有 点 肿 ， 腹 部 痛 疼	B E O B E O B E B E O O B E O O B E B E
室 间 隔 缺 损 。	B I E B E O
肺 动 脉 高 压 。	B I E B E O
双 向 分 流 嘴 唇 发 紫 ， 胸 闷 能 走 动 ， 能 吃 喝	B E B E B E B E O B E O O O O O O O
周 四 做 的 手 术 但 未 成 功 ， 在 北 京 手 术 多 少 钱 ，	B E O O B E O O B E O O B E B E B E O O
不 定 期 发 作	B I E B E
患 有 室 上 速 有 5 年 了 ， 可 是 一 直 没 有 做 手 术 ， 最 近 复 发 的 很 频 繁	B E B I E O O O O O B E B E B E O B E O B E B E O O B E
心 脏 跳 的 快	B E B E O
7 月 ， 右 小 环 指 麻 木 ， 7 月 中 旬 左 小 环 指 麻 木 ， 双 腿 偶 尔 麻 木	O O O O B I E B E O O O B E O B I E B E O B E B E B E
没 有 家 族 史 ， 发 病 已 经 有 两 年 多 了 ， 一 次 比 一 次 要 严 重 ， 住 院 几 天 就 好 转 了 ， 当 地 医 生 建 议 做 消 融 术 。	B E B I E O B E B E O B E B E O B E O B E O B E O B E B E O B E O O B E B E B E O B I E O
乏 力 ， 呼 吸 困 难 .	B E O B E B E O
心 悸 . . . . . . . . . . .	B E B I I I I I I I I I E
有 银 屑 病 ， 吃 过 很 多 药 ， 不 知 道 有 没 有 影 响 ， 家 里 没 人 有	O B I E O B E B E O O O B E O B E B E O B E O O O
肩 背 疼 痛 ， 手 指 麻 ， 母 亲 有 冠 心 病 史 ， 劳 累 ， 有 胃 病	B E B E O B E O O B E O B I E O O B E O O B E
您 好 ， 先 谢 谢 您 的 回 答 ！	B E O O B E O O B E O
初 中 十 六 岁 就 开 始 ， 弯 腰 起 身 就 可 能 会 心 跳 非 常 快 ， 都 是 憋 气 后 ， 过 几 分 钟 就 会 好 ， 发 病 较 少 。	B E B E O O B E O B E B E O B E O B E B E O O B E B E O O O O B E O B E O B E B E O
现 在 三 十 岁 了 ，	B E B E O O O
这 俩 次 发 病 时 间 有 二 十 分 钟 ， 八 月 二 十 五 和 九 月 二 十 四 ， 脸 色 发 青 发 白 ， 全 身 出 汗 ， 不 想 说 话 ， 躺 着 ， 放 松 ， 憋 气 后 才 正 常 。	O B E B E B E O B E B E O O O B I E O O O B I E O B E B E B E O B E B E O B E B E O B E O B E O B E O O B E O
今 年 饮 食 食 肉 多 ，	B E B E B E O O
运 动 少 ， 前 二 年 就 开 始 轻 中 度 脂 肪 肝 ， 血 液 甘 油 三 酯 高 。	B E O O O B E O B E B I E B I E O B E B I I E O O
胸 闷 ， 气 短 ， 头 昏	B E O B E O B E
今 年 五 月 流 感 引 起 发 烧 ， 当 时 心 肌 酶 和 尿 酸 均 正 常 ， 后 吃 过 三 个 疗 程 泛 福 舒 ， 半 月 前 有 过 感 冒 己 治 愈 ， 现 无 不 适 症 状 ，	B E B E B E B E B E O B E B I E O B E O B E O O B E B E B E B I E O B E O B E B E B I E O O O B E B E O
平 时 孩 子 吃 饭 喜 欢 吃 酱 油 ， 最 近 也 常 喝 可 乐	B E B E B E B E O B E O B E O O O B E
今 年 才 发 病 的 ， 一 共 两 次 了 ， 晚 上 睡 觉 的 时 候 发 病 ， 前 后 间 隔 两 个 月 左 右 ， 发 病 的 时 心 跳 一 会 快 一 会 慢 ， 呼 吸 的 时 候 有 点 不 适 合 。	B E O B E O O B E B E O O B E B E O B E B E O B E B E B I E B E O B E O O B E B E O B E O O B E O B E B E B I E O
男 , 7 岁 3 个 月 。	O O O O O B E O
就 是 一 次 感 冒 发 烧 去 医 院 检 查 ， 医 生 说 心 脏 有 早 搏 ， 才 转 到 湘 雅 附 二 去 检 查 的 ， 平 时 小 孩 跑 快 了 会 说 心 脏 不 舒 服 。	B E B E B E B E O B E B E O B E O B E O B E O O B E B I I E O B E O O B E B E O B E O O B E B I E O
游 乐 场 刺 激 的 东 西 从 来 不 敢 玩 。	B I E B E O B E B E B E O O
之 前 以 为 他 胆 子 小 。	B E B E O B E O O
今 年 三 月 份 因 高 热 惊 厥 引 起 心 肌 受 损 ， 住 院 治 疗 点 了 果 糖 ， 5 天 出 院 时 心 肌 功 能 全 部 正 常 ， 今 天 复 查 心 肌 酶 显 示 如 下 ，	B E O B E O B E B E B E B E B E O B E B E B E B E O O O B E O B E B E B E B E O B E B E B I E B E B E O
我 想 知 道 孩 子 这 种 情 况 严 重 吗 ？	O O B E B E B E B E B E O O
呕 吐 发 烧 ， 病 毒 感 冒 ， 曾 住 院 治 疗	B E B E O B E B E O O B E B E
二 度 一 型 。	B E B E O
白 天 心 跳 5 0 - 7 0 次 ， 晚 上 心 跳 5 0 次 左 右 。	B E B E B I I I E O O B E B E B E O B E O
免 疫 力 差 ， 易 感 冒 、 好 出 虚 汗 。	B I E O O O B E O O B I E O
输 液 期 间 易 发 烧 3 7 . 5 - 3 9 度 。	B E B E O B E B I I I I I E O O
男 , 4 岁 6 个 月 。	O O O O O O O O
麻 烦 医 生 帮 忙 看 一 下 孩 子 心 肌 酶 高 一 年 了 心 脏 损 伤 标 志 物 没 有 问 题 心 彩 超 有 过 微 量 积 液 正 常 了 动 态 心 电 也 是 正 常 的 但 是 一 年 了 心 肌 酶 也 没 降 到 标 准 以 下 后 面 三 个 一 直 这 么 高 请 问 应 该 怎 么 办 呢 还 要 吃 果 糖 吗	B E B E B E O B E B E B I I E B E O B E B E B I E B E B E B I E B E B E B E B E O B E B E B E B E O B E B E O B I E O O B E B E B E B E O O B E B E O B E B E B I E O B E O B E O
心 肌 炎 ， 肺 炎 ， 拉 肚 子 发 烧 好 了 ， 精 神 也 可 以	B I E O B E O B I E B E B E O B E O B E
感 冒 周 期 长	B E B E O
是 否 是 心 肌 酶 偏 高 呢 ？	B E O B I I E O O O
孩 子 才 8 个 月 ， 有 点 感 冒 ， 需 要 治 疗 吗 ？	B E O O O O O B E B E O B E B E O O
以 前 偶 尔 有 讲 过 胸 闷 ， 呼 吸 困 难 ， 运 动 和 玩 时 没 有 。	B E B E O B E B E O B E B E O B E O B E B E O
这 两 天 倒 是 静 坐 时 有 胸 闷 ， 我 要 是 越 关 注 她 ， 胸 闷 气 短 就 次 数 越 多 。	O B E B E B E O O B E O O O O O B E O O B E B E O B E B E O
我 神 经 衰 弱 了 一 个 多 月 ， 我 对 声 音 和 光 线 非 常 敏 感 ， 睡 眠 质 量 浅 ， 早 上 有 个 声 音 易 醒 ， 宿 舍 外 面 就 是 马 路 ， 带 耳 塞 和 眼 罩 都 睡 不 着 ，	O B E B E O B E O O O O O B E O B E B E B E O B E B E O O B E O O B E B E O B E B E B E B E O O B E O B E O B I E O
每 天 早 上 上 课 容 易 犯 困 ， 注 意 力 集 中 不 了 ， 没 有 一 点 精 神 。	B E B E B E B E B E O B I E B E B E O B E B E B E O
这 种 状 况 我 高 中 就 有 了 ， 高 二 的 时 候 睡 不 着 就 吃 点 安 眠 药 之 类 助 眠 药 的 ，	B E B E O B E O B E O B E O B E B I E O O O B I E B E B I E O O
最 后 没 办 法 了 ， 之 后 就 一 直 和 同 学 外 住 了 。	B E B I E O O B E O B E O B E B E O O
我 父 亲 也 有 这 种 状 况 ， 可 能 是 遗 传 ， 从 开 学 到 现 在 每 天 都 没 有 一 点 儿 精 神 ，	O B E B E B E B E O B E O B E O O B E O B E B E O B E B I E B E O
每 天 状 态 不 好 ， 集 中 不 了 注 意 力 。	B E B E B E O B E B E B I E O
家 庭 中 并 无 精 神 病 例 ， 前 段 时 间 因 为 压 力 过 大 可 能 患 上 精 神 衰 弱 ， 最 近 并 无 什 么 压 力 。	B E O B E B E B E O B E B E B E B E B E B E B E B E B E O B E B E B E B E O
睡 眠 也 是 时 好 时 坏 。	B E B E B E B E O
喝 了 一 个 月 的 安 神 补 脑 液 ，	B E B E O O B E B I E O
后 来 又 吃 了 几 天 的 乌 灵 胶 囊 ， 现 在 再 喝 五 味 子 糖 浆 。	B E O B E B E O B E B E O B E O O B I E B E O
病 情 也 是 时 好 时 坏 ， 晚 上 听 到 室 友 打 咕 噜 就 睡 不 着 ， 还 有 有 人 在 下 面 开 着 灯 也 睡 不 着	B E B E B I I E O B E B E B E B I E O B I E O B E B E O B E B E O O B I E
现 在 就 像 天 天 做 梦 一 样 ， 不 真 实 ， 很 懒 散 ， 现 在 晚 上 会 多 梦	B E B E B E B E B E O B I E O O B E O B E B E O B E
想 问 问 心 肌 酶 普 的 参 考 值 小 孩 该 是 多 少 ， C K M B 多 高 是 属 于 正 常 的	O B E B I I E O B I E B E B E B E O B I I E O O O B E B E O
附 件 是 心 肌 酶 检 查 报 告 ， 请 问 会 不 会 心 肌 炎 ？	B E O B I E B E B E O B E O B E B I E O
昨 天 2 4 号 复 查 了 ， 饥 酸 激 酶 还 高 ， 怎 麽 办 ，	B E B E O B E O O B I I E O O O B I E O
男 , 4 9 岁 。	O O B E O O
病 发 作 时 主 要 是 大 脑 一 思 想 类 似 于 死 呀 ！	O B E O B E O B E O B E B E B E O O
重 病 呀 ！	B E O O
血 压 很 高 呀 ！	B E O O O O
就 紧 张 的 不 行 ， 开 始 犯 病 ， 坐 立 不 安 ，	O B E O B E O B E B E O B E B E O
浑 身 开 始 出 汗 等 。	B E B E B E O O
紧 张 的 神 经 不 能 释 放 。	B E O B E B E B E O
腹 部 和 心 脏 部 位 有 游 走 性 烧 灼 的 感 觉 ， 就 好 像 是 人 被 烫 着 了 的 感 觉 。	B E O B E B E O B I E B E O B E O O B E O O O B E O O B E O
特 别 难 受 。	B E B E O
去 了 好 多 医 院 看 过 ，	O O B E B E B E O
现 在 还 有 这 样 的 症 状 。	B E B E B E O B E O
有 紧 张 发 慌 恐 惧 情 绪 ， 大 脑 胡 思 乱 想 自 己 病 情 时 ， 或 听 到 别 人 谈 论 病 情 ， 就 联 想 到 自 己 开 始 过 分 担 心 且 怀 疑 自 己 也 患 上 了 这 种 病 ，	O B E B E B E B E O B E B I I E B E B E O O O B E B E B E B E O O B E O B E B E B E B E O B E B E O B E O B E O O
就 突 然 浑 身 出 汗 ， 头 和 手 指 轻 微 颤 抖 、 头 皮 发 紧 。	O B E B E B E O O O B E B E B E O B E B E O
心 发 慌 ， 口 干 、 血 压 突 发 升 高 ， 焦 躁 不 安 好 像 有 什 么 不 好 的 事 情 要 发 生 。	O B E O B E O B E B E B E O B E B E B E O B E B E O B E O B E O
平 时 入 睡 困 难 ，	B E B E B E O
头 憋 胀 晕 发 紧 。	O O O O B E O
以 上 症 状 转 移 注 意 力 后 ， 症 状 稍 有 缓 解 或 消 失 。	B E B E B E B I E O O B E B E B E O B E O
医 生 您 好 ， 我 今 年 3 5 岁 ， 职 业 是 警 察 ， 我 有 高 血 压 ， 一 直 坚 持 用 药 ， 控 制 的 还 可 以 。	B E B E O O B E B E O O B E O B E O O O B I E O B E B E B E O B E O O B E O
身 高 1 米 8 6 , 体 重 2 2 0 斤 。	B E O O B E O B E B I E O O
我 从 1 5 年 4 月 开 始 ，	O O B E O O O B E O
到 现 在 经 常 会 感 觉 心 脏 处 不 是 太 舒 服 ， 但 还 不 是 疼 什 么 的 ， 就 是 感 觉 不 舒 服 。	O B E B E O B E B E O B E O B E O O O B E O B E O O B E B E O B E O
左 侧 总 是 感 觉 膀 子 发 沉 没 劲 （ 医 院 做 的 颈 椎 核 磁 显 示 脊 髓 轻 度 受 压 ，	B E B E B E B E B E B E B I E O O B E B E B E B E B E B E O
压 迫 左 侧 ） ， 胸 骨 两 侧 经 常 按 着 有 些 痛 ， 左 侧 肋 骨 处 也 经 常 有 压 痛 ， 但 是 肝 胆 脾 胰 彩 超 做 了 都 没 问 题 。	B E B E O O B E B E B E B E B E O O B E B E O O B E O B E O B E B I I E B E B E O B I E O
我 是 个 警 察 ，	O O O B E O
在 单 位 值 班 时 听 到 电 话 铃 声 或 者 是 出 警 过 程 中 经 常 会 心 脏 突 然 跳 的 很 快 。	O B E B E O B E B E B E B E O B E B E O B E O B E B E B E B E O
我 在 1 5 年 做 了 冠 状 动 脉 c t （ 已 经 附 报 告 单 了 ） ，	O O B E O B E B I I E B E B I E O B I E O O O
医 生 说 没 事 ， 可 是 还 是 经 常 不 舒 服 ， 我 去 过 北 京 阜 外 ， 专 家 也 说 我 是 内 植 物 神 经 紊 乱 引 起 的 ， 说 我 是 神 经 官 能 症 .	B E O B E O B E B E B E O B E O O B E B E B E O B E B E O O B I I I E B E B E O O O O O B I I I E O
1 6 年 我 又 复 查 了 一 个 c t a ，	B E O O O B E O B E B I E O
说 我 有 2 0 % 的 狭 窄 ， 一 年 怎 么 会 发 展 这 么 快 ， 我 到 医 院 化 验 了 血 脂 等 情 况 （ 附 报 告 单 ） 医 生 也 说 不 会 发 展 这 么 快 ，	O O O B I E O B E O B E B E O B E B E O O O O B E B E O B E O B E B E B I I I I E B E B E B E B E O O
请 问 是 这 两 次 有 哪 次 不 准 确 吗 ？	B E O O B E O B E B I E O O
（ 1 5 年 做 的 是 双 源 1 2 8 层 螺 旋 c t ， 1 6 年 做 的 是 6 4 0 层 的 的 c t ， 但 是 这 次 做 的 医 生 对 心 率 要 求 高 ，	O B E O B E O B E B I E B I E B E O B E O B E O B I E B I E B E O B E B E B E B E O B E B E O O
而 且 结 果 有 伪 影 ， 但 是 医 生 说 不 耽 误 看 结 果 ） ， 请 医 生 帮 我 看 看 有 我 的 心 脏 有 什 么 大 问 题 吗 ？	B E B E O B E O B E B E O B I E O B E O O O B E O O B E O O O B E O B E O B E O O
昨 天 刚 做 的 心 电 图 ， 和 几 年 前 的 心 电 对 比 ，	B E B E O B I E O O B E O O B E B E O
医 生 说 我 心 电 图 一 直 都 没 什 么 变 化 ， 今 天 又 是 在 没 有 剧 烈 运 动 的 情 况 下 ， 突 然 感 觉 心 脏 处 不 舒 服 ， 感 觉 像 是 疼 ， 发 闷 ，	B E O O B I E B E O O B E B E O B E B E O B E B E B E O B E O O B E B E B E O O B E O B E B E O O B E O
出 了 很 多 汗 ， 难 受 时 感 觉 锁 骨 和 下 颚 都 不 舒 服 .	B E O B E O B E O B E B E O B E O B I E O
到 医 院 一 做 心 电 图 ， 心 肌 酶 ， 甚 至 肌 钙 蛋 白 都 正 常 和 以 前 没 啥 变 化 ，	O B E O O B I E O B I E O B E B I I E O B E O B E B E O O O
这 种 情 况 总 是 反 复 出 现 ， 我 天 天 处 于 一 种 害 怕 的 状 态 当 中 ， 已 经 都 影 响 我 的 工 作 和 生 活 了 。	B E B E B E B E B E O O B E B E B E B E O B E B E O B E O B E O O B E O B E O O
刚 才 我 和 同 事 去 抓 捕 一 名 犯 罪 分 子 的 时 候 ，	B E O O B E O B E B E B E B E O B E O
我 的 心 突 然 跳 的 非 常 快 ， 自 己 都 感 觉 要 蹦 出 来 一 样 ， 我 也 没 有 感 觉 紧 张 呀 。	O O O B E O O B E O O B E O B E O O B E B E O O O B E B E B E O O
请 医 生 帮 我 诊 断 一 下 我 是 不 是 得 了 冠 心 病 。	O B E B E B E B E O O B E B E B I E O
如 果 不 是 冠 心 病 ，	B E B E B I E O
那 我 的 症 状 是 如 何 引 起 的 呀 ？	O O O B E O B E B E O O O
希 望 您 能 帮 我 诊 断 一 下 。	B E O O O O B E B E O
三 年 前 心 脏 有 过 针 扎 样 的 疼 痛 ， 医 院 做 检 查 给 出 诊 断 是 神 经 官 能 症 ， 近 几 个 月 感 觉 又 有 针 扎 ， 喝 了 一 段 时 间 中 药 ， 现 在 心 脏 这 个 位 置 有 压 迫 感 ，	B E O B E B E B I E O B E O B E O B E O O B E O B I I I E O O B E O B E B E B E O B E B E B E B E O B E B E B E B E O B I E O
好 像 有 东 西 堵 着 ， 有 时 会 疼 ， 好 像 叉 气 似 的 疼	B E O B E B E O B E B E O B E B E B E O
有 点 更 年 期 ， 头 晕 ， 突 然 出 汗 ， 肩 膀 缝 疼 ， 心 慌	B E B I E O B E O B E B E O B I E O O B E
男 , 2 6 岁 。	O O B E O O
前 胸 疼 ， 前 胸 中 间 感 觉 特 别 噎 的 慌 ， 噎 的 喘 不 过 气 ， 吃 东 西 也 噎 ， 吃 东 西 感 觉 喘 气 更 困 难 ， 心 悸 ， 感 觉 心 脏 难 受 ，	B E O O B E B E B E B E O O O O O O O O B E O O B E O O O O B E B E B E O B E O B E O B E B E B E O
